Order_ID,Order_Date,Customer_ID,Product,Category,Quantity,Unit_Price,Region,Payment_Mode,Sales
ORD0268,2025-04-08 06:50:48.648648,CUST068,Tablet,Electronics,4,20000,South,Cash,80000
ORD0269,2025-04-08 15:35:29.729729,CUST113,Laptop,Electronics,2,60000,West,Cash,120000
ORD0270,2025-04-09 00:20:10.810810,CUST021,Laptop,Electronics,4,60000,South,Debit Card,240000
ORD0271,2025-04-09 09:04:51.891891,CUST122,Tablet,Electronics,5,20000,West,UPI,100000
ORD0272,2025-04-09 17:49:32.972972,CUST016,Mobile,Electronics,1,30000,North,UPI,30000
ORD0273,2025-04-10 02:34:14.054054,CUST198,Keyboard,Accessories,4,1500,East,Cash,6000
ORD0274,2025-04-10 11:18:55.135135,CUST162,Keyboard,Accessories,4,1500,North,Cash,6000
ORD0275,2025-04-10 20:03:36.216216,CUST131,Headphones,Accessories,3,3000,South,Debit Card,9000
ORD0276,2025-04-11 04:48:17.297297,CUST076,Laptop,Electronics,2,60000,East,Cash,120000
ORD0277,2025-04-11 13:32:58.378378,CUST070,Keyboard,Accessories,1,1500,North,Cash,1500
ORD0278,2025-04-11 22:17:39.459459,CUST001,Keyboard,Accessories,5,1500,West,Credit Card,7500
ORD0279,2025-04-12 07:02:20.540540,CUST132,Headphones,Accessories,1,3000,West,Cash,3000
ORD0280,2025-04-12 15:47:01.621621,CUST078,Mobile,Electronics,2,30000,East,Cash,60000
ORD0281,2025-04-13 00:31:42.702702,CUST101,Laptop,Electronics,1,60000,West,Debit Card,60000
ORD0282,2025-04-13 09:16:23.783783,CUST169,Mouse,Accessories,2,800,North,UPI,1600
ORD0283,2025-04-13 18:01:04.864864,CUST032,Tablet,Electronics,4,20000,East,Cash,80000
ORD0284,2025-04-14 02:45:45.945945,CUST133,Mobile,Electronics,3,30000,East,UPI,90000
ORD0285,2025-04-14 11:30:27.027027,CUST093,Keyboard,Accessories,3,1500,East,UPI,4500
ORD0286,2025-04-14 20:15:08.108108,CUST101,Tablet,Electronics,2,20000,East,Credit Card,40000
ORD0287,2025-04-15 04:59:49.189189,CUST082,Mobile,Electronics,4,30000,North,Debit Card,120000
ORD0288,2025-04-15 13:44:30.270270,CUST093,Tablet,Electronics,5,20000,North,Credit Card,100000
ORD0289,2025-04-15 22:29:11.351351,CUST116,Laptop,Electronics,5,60000,North,Cash,300000
ORD0290,2025-04-16 07:13:52.432432,CUST163,Mobile,Electronics,3,30000,South,UPI,90000
ORD0291,2025-04-16 15:58:33.513513,CUST028,Mouse,Accessories,1,800,West,Credit Card,800
ORD0292,2025-04-17 00:43:14.594594,CUST012,Headphones,Accessories,3,3000,East,Debit Card,9000
ORD0293,2025-04-17 09:27:55.675675,CUST010,Mobile,Electronics,3,30000,East,Cash,90000
ORD0294,2025-04-17 18:12:36.756756,CUST144,Headphones,Accessories,4,3000,North,UPI,12000
ORD0295,2025-04-18 02:57:17.837837,CUST032,Headphones,Accessories,5,3000,West,Debit Card,15000
ORD0296,2025-04-18 11:41:58.918918,CUST086,Mouse,Accessories,4,800,East,Credit Card,3200
ORD0297,2025-04-18 20:26:40.000000,CUST135,Mouse,Accessories,4,800,South,UPI,3200
ORD0298,2025-04-19 05:11:21.081081,CUST009,Keyboard,Accessories,5,1500,East,Debit Card,7500
ORD0299,2025-04-19 13:56:02.162162,CUST144,Tablet,Electronics,2,20000,North,Debit Card,40000
ORD0300,2025-04-19 22:40:43.243243,CUST196,Keyboard,Accessories,4,1500,South,Cash,6000
ORD0301,2025-04-20 07:25:24.324324,CUST008,Keyboard,Accessories,3,1500,East,UPI,4500
ORD0302,2025-04-20 16:10:05.405405,CUST017,Mouse,Accessories,4,800,North,UPI,3200
ORD0303,2025-04-21 00:54:46.486486,CUST112,Tablet,Electronics,1,20000,West,Cash,20000
ORD0304,2025-04-21 09:39:27.567567,CUST141,Tablet,Electronics,1,20000,South,Cash,20000
ORD0305,2025-04-21 18:24:08.648648,CUST192,Laptop,Electronics,1,60000,South,Credit Card,60000
ORD0306,2025-04-22 03:08:49.729729,CUST167,Keyboard,Accessories,5,1500,South,Cash,7500
ORD0307,2025-04-22 11:53:30.810810,CUST173,Tablet,Electronics,2,20000,West,Debit Card,40000
ORD0308,2025-04-22 20:38:11.891891,CUST102,Mouse,Accessories,4,800,North,UPI,3200
ORD0309,2025-04-23 05:22:52.972972,CUST057,Mobile,Electronics,4,30000,South,UPI,120000
ORD0310,2025-04-23 14:07:34.054054,CUST165,Keyboard,Accessories,1,1500,East,Credit Card,1500
ORD0311,2025-04-23 22:52:15.135135,CUST028,Mouse,Accessories,3,800,North,Debit Card,2400
ORD0312,2025-04-24 07:36:56.216216,CUST057,Laptop,Electronics,4,60000,South,UPI,240000
ORD0313,2025-04-24 16:21:37.297297,CUST086,Keyboard,Accessories,3,1500,West,Credit Card,4500
ORD0314,2025-04-25 01:06:18.378378,CUST018,Headphones,Accessories,1,3000,South,UPI,3000
ORD0315,2025-04-25 09:50:59.459459,CUST176,Tablet,Electronics,5,20000,East,Credit Card,100000
ORD0316,2025-04-25 18:35:40.540540,CUST016,Laptop,Electronics,3,60000,East,Debit Card,180000
ORD0317,2025-04-26 03:20:21.621621,CUST002,Mobile,Electronics,3,30000,East,UPI,90000
ORD0318,2025-04-26 12:05:02.702702,CUST077,Mouse,Accessories,4,800,South,Credit Card,3200
ORD0319,2025-04-26 20:49:43.783783,CUST060,Tablet,Electronics,3,20000,East,Debit Card,60000
ORD0320,2025-04-27 05:34:24.864864,CUST177,Keyboard,Accessories,3,1500,East,Credit Card,4500
ORD0321,2025-04-27 14:19:05.945945,CUST121,Laptop,Electronics,3,60000,East,UPI,180000
ORD0322,2025-04-27 23:03:47.027027,CUST063,Laptop,Electronics,2,60000,South,UPI,120000
ORD0323,2025-04-28 07:48:28.108108,CUST023,Tablet,Electronics,1,20000,South,Credit Card,20000
ORD0324,2025-04-28 16:33:09.189189,CUST142,Mouse,Accessories,5,800,South,Cash,4000
ORD0325,2025-04-29 01:17:50.270270,CUST060,Headphones,Accessories,3,3000,South,Debit Card,9000
ORD0326,2025-04-29 10:02:31.351351,CUST047,Mouse,Accessories,3,800,South,Credit Card,2400
ORD0327,2025-04-29 18:47:12.432432,CUST042,Tablet,Electronics,4,20000,West,UPI,80000
ORD0328,2025-04-30 03:31:53.513513,CUST118,Laptop,Electronics,1,60000,West,Cash,60000
ORD0329,2025-04-30 12:16:34.594594,CUST104,Mouse,Accessories,3,800,North,UPI,2400
ORD0330,2025-04-30 21:01:15.675675,CUST066,Mobile,Electronics,3,30000,West,Debit Card,90000
ORD0331,2025-05-01 05:45:56.756756,CUST130,Mobile,Electronics,5,30000,West,UPI,150000
ORD0332,2025-05-01 14:30:37.837837,CUST074,Keyboard,Accessories,5,1500,South,Credit Card,7500
ORD0333,2025-05-01 23:15:18.918918,CUST158,Keyboard,Accessories,3,1500,South,Cash,4500
ORD0334,2025-05-02 08:00:00.000000,CUST160,Headphones,Accessories,3,3000,North,Debit Card,9000
ORD0335,2025-05-02 16:44:41.081081,CUST052,Tablet,Electronics,1,20000,East,Debit Card,20000
ORD0336,2025-05-03 01:29:22.162162,CUST132,Tablet,Electronics,1,20000,East,Debit Card,20000
ORD0337,2025-05-03 10:14:03.243243,CUST006,Mobile,Electronics,1,30000,East,Debit Card,30000
ORD0338,2025-05-03 18:58:44.324324,CUST105,Mouse,Accessories,3,800,West,Debit Card,2400
ORD0339,2025-05-04 03:43:25.405405,CUST075,Keyboard,Accessories,5,1500,North,Credit Card,7500
ORD0340,2025-05-04 12:28:06.486486,CUST015,Mobile,Electronics,2,30000,East,Debit Card,60000
ORD0341,2025-05-04 21:12:47.567567,CUST129,Keyboard,Accessories,4,1500,West,Cash,6000
ORD0342,2025-05-05 05:57:28.648648,CUST070,Keyboard,Accessories,5,1500,North,Cash,7500
ORD0343,2025-05-05 14:42:09.729729,CUST137,Keyboard,Accessories,2,1500,North,UPI,3000
ORD0344,2025-05-05 23:26:50.810810,CUST199,Headphones,Accessories,3,3000,North,Credit Card,9000
ORD0345,2025-05-06 08:11:31.891891,CUST185,Mouse,Accessories,4,800,North,Cash,3200
ORD0346,2025-05-06 16:56:12.972972,CUST087,Laptop,Electronics,3,60000,West,Debit Card,180000
ORD0347,2025-05-07 01:40:54.054054,CUST159,Laptop,Electronics,5,60000,South,UPI,300000
ORD0348,2025-05-07 10:25:35.135135,CUST101,Headphones,Accessories,1,3000,South,UPI,3000
ORD0349,2025-05-07 19:10:16.216216,CUST066,Mobile,Electronics,2,30000,South,Cash,60000
ORD0350,2025-05-08 03:54:57.297297,CUST176,Headphones,Accessories,1,3000,West,Debit Card,3000
ORD0351,2025-05-08 12:39:38.378378,CUST104,Mouse,Accessories,3,800,North,Credit Card,2400
ORD0352,2025-05-08 21:24:19.459459,CUST168,Tablet,Electronics,1,20000,North,UPI,20000
ORD0353,2025-05-09 06:09:00.540540,CUST040,Mouse,Accessories,3,800,South,Cash,2400
ORD0354,2025-05-09 14:53:41.621621,CUST174,Mouse,Accessories,4,800,East,Debit Card,3200
ORD0355,2025-05-09 23:38:22.702702,CUST011,Headphones,Accessories,4,3000,South,Debit Card,12000
ORD0356,2025-05-10 08:23:03.783783,CUST058,Laptop,Electronics,4,60000,West,Debit Card,240000
ORD0357,2025-05-10 17:07:44.864864,CUST116,Keyboard,Accessories,1,1500,West,Debit Card,1500
ORD0358,2025-05-11 01:52:25.945945,CUST163,Laptop,Electronics,2,60000,North,Cash,120000
ORD0359,2025-05-11 10:37:07.027027,CUST160,Laptop,Electronics,2,60000,South,Debit Card,120000
ORD0360,2025-05-11 19:21:48.108108,CUST153,Keyboard,Accessories,2,1500,South,UPI,3000
ORD0361,2025-05-12 04:06:29.189189,CUST072,Tablet,Electronics,2,20000,South,Debit Card,40000
ORD0362,2025-05-12 12:51:10.270270,CUST044,Mouse,Accessories,1,800,East,Credit Card,800
ORD0363,2025-05-12 21:35:51.351351,CUST097,Mobile,Electronics,2,30000,South,UPI,60000
ORD0364,2025-05-13 06:20:32.432432,CUST156,Mobile,Electronics,5,30000,South,Debit Card,150000
ORD0365,2025-05-13 15:05:13.513513,CUST161,Mobile,Electronics,5,30000,South,Credit Card,150000
ORD0366,2025-05-13 23:49:54.594594,CUST163,Mouse,Accessories,5,800,North,UPI,4000
ORD0367,2025-05-14 08:34:35.675675,CUST175,Mobile,Electronics,1,30000,West,Credit Card,30000
ORD0368,2025-05-14 17:19:16.756756,CUST039,Mouse,Accessories,3,800,West,UPI,2400
ORD0369,2025-05-15 02:03:57.837837,CUST003,Headphones,Accessories,1,3000,North,Credit Card,3000
ORD0370,2025-05-15 10:48:38.918918,CUST170,Mouse,Accessories,1,800,East,Credit Card,800
ORD0371,2025-05-15 19:33:20.000000,CUST086,Laptop,Electronics,5,60000,North,Cash,300000
ORD0372,2025-05-16 04:18:01.081081,CUST115,Mobile,Electronics,5,30000,East,UPI,150000
ORD0373,2025-05-16 13:02:42.162162,CUST066,Headphones,Accessories,3,3000,East,Credit Card,9000
ORD0374,2025-05-16 21:47:23.243243,CUST164,Keyboard,Accessories,2,1500,East,UPI,3000
ORD0375,2025-05-17 06:32:04.324324,CUST107,Mobile,Electronics,5,30000,South,Debit Card,150000
ORD0376,2025-05-17 15:16:45.405405,CUST158,Keyboard,Accessories,2,1500,North,UPI,3000
ORD0377,2025-05-18 00:01:26.486486,CUST003,Tablet,Electronics,5,20000,South,Cash,100000
ORD0378,2025-05-18 08:46:07.567567,CUST147,Headphones,Accessories,1,3000,East,Debit Card,3000
ORD0379,2025-05-18 17:30:48.648648,CUST023,Headphones,Accessories,4,3000,South,Credit Card,12000
ORD0380,2025-05-19 02:15:29.729729,CUST114,Keyboard,Accessories,1,1500,North,UPI,1500
ORD0381,2025-05-19 11:00:10.810810,CUST058,Laptop,Electronics,1,60000,East,Debit Card,60000
ORD0382,2025-05-19 19:44:51.891891,CUST072,Mouse,Accessories,5,800,East,Debit Card,4000
ORD0383,2025-05-20 04:29:32.972972,CUST187,Tablet,Electronics,1,20000,South,Debit Card,20000
ORD0384,2025-05-20 13:14:14.054054,CUST077,Laptop,Electronics,1,60000,North,Credit Card,60000
ORD0385,2025-05-20 21:58:55.135135,CUST024,Keyboard,Accessories,4,1500,South,Debit Card,6000
ORD0386,2025-05-21 06:43:36.216216,CUST102,Laptop,Electronics,1,60000,East,Cash,60000
ORD0387,2025-05-21 15:28:17.297297,CUST164,Tablet,Electronics,5,20000,East,Cash,100000
ORD0388,2025-05-22 00:12:58.378378,CUST055,Headphones,Accessories,5,3000,East,Credit Card,15000
ORD0389,2025-05-22 08:57:39.459459,CUST022,Laptop,Electronics,5,60000,North,Debit Card,300000
ORD0390,2025-05-22 17:42:20.540540,CUST070,Mouse,Accessories,3,800,North,UPI,2400
ORD0391,2025-05-23 02:27:01.621621,CUST108,Laptop,Electronics,4,60000,East,Debit Card,240000
ORD0392,2025-05-23 11:11:42.702702,CUST046,Tablet,Electronics,4,20000,South,Cash,80000
ORD0393,2025-05-23 19:56:23.783783,CUST080,Mobile,Electronics,3,30000,South,Debit Card,90000
ORD0394,2025-05-24 04:41:04.864864,CUST116,Headphones,Accessories,1,3000,East,UPI,3000
ORD0395,2025-05-24 13:25:45.945945,CUST114,Tablet,Electronics,4,20000,East,UPI,80000
ORD0396,2025-05-24 22:10:27.027027,CUST179,Tablet,Electronics,2,20000,South,Debit Card,40000
ORD0397,2025-05-25 06:55:08.108108,CUST114,Keyboard,Accessories,2,1500,South,Credit Card,3000
ORD0398,2025-05-25 15:39:49.189189,CUST084,Laptop,Electronics,5,60000,South,Cash,300000
ORD0399,2025-05-26 00:24:30.270270,CUST091,Headphones,Accessories,3,3000,South,Debit Card,9000
ORD0400,2025-05-26 09:09:11.351351,CUST150,Mobile,Electronics,3,30000,West,Credit Card,90000
ORD0401,2025-05-26 17:53:52.432432,CUST044,Headphones,Accessories,2,3000,South,Credit Card,6000
ORD0402,2025-05-27 02:38:33.513513,CUST095,Mouse,Accessories,2,800,West,Cash,1600
ORD0403,2025-05-27 11:23:14.594594,CUST153,Headphones,Accessories,5,3000,West,UPI,15000
ORD0404,2025-05-27 20:07:55.675675,CUST037,Mouse,Accessories,5,800,West,UPI,4000
ORD0405,2025-05-28 04:52:36.756756,CUST047,Mouse,Accessories,1,800,East,UPI,800
ORD0406,2025-05-28 13:37:17.837837,CUST059,Headphones,Accessories,3,3000,North,Credit Card,9000
ORD0407,2025-05-28 22:21:58.918918,CUST182,Mouse,Accessories,3,800,South,Debit Card,2400
ORD0408,2025-05-29 07:06:40.000000,CUST026,Tablet,Electronics,3,20000,South,UPI,60000
ORD0409,2025-05-29 15:51:21.081081,CUST094,Tablet,Electronics,1,20000,West,Cash,20000
ORD0410,2025-05-30 00:36:02.162162,CUST194,Laptop,Electronics,1,60000,East,Credit Card,60000
ORD0411,2025-05-30 09:20:43.243243,CUST195,Mouse,Accessories,4,800,West,Cash,3200
ORD0412,2025-05-30 18:05:24.324324,CUST128,Tablet,Electronics,3,20000,North,UPI,60000
ORD0413,2025-05-31 02:50:05.405405,CUST106,Tablet,Electronics,2,20000,North,UPI,40000
ORD0414,2025-05-31 11:34:46.486486,CUST038,Headphones,Accessories,1,3000,South,UPI,3000
ORD0415,2025-05-31 20:19:27.567567,CUST142,Headphones,Accessories,3,3000,West,UPI,9000
ORD0416,2025-06-01 05:04:08.648648,CUST094,Mobile,Electronics,2,30000,North,UPI,60000
ORD0417,2025-06-01 13:48:49.729729,CUST171,Mobile,Electronics,2,30000,North,UPI,60000
ORD0418,2025-06-01 22:33:30.810810,CUST041,Headphones,Accessories,4,3000,West,Debit Card,12000
ORD0419,2025-06-02 07:18:11.891891,CUST050,Laptop,Electronics,5,60000,North,UPI,300000
ORD0420,2025-06-02 16:02:52.972972,CUST065,Mobile,Electronics,3,30000,East,UPI,90000
ORD0421,2025-06-03 00:47:34.054054,CUST121,Keyboard,Accessories,3,1500,East,UPI,4500
ORD0422,2025-06-03 09:32:15.135135,CUST006,Keyboard,Accessories,5,1500,West,UPI,7500
ORD0423,2025-06-03 18:16:56.216216,CUST191,Laptop,Electronics,4,60000,South,Credit Card,240000
ORD0424,2025-06-04 03:01:37.297297,CUST029,Mobile,Electronics,4,30000,West,UPI,120000
ORD0425,2025-06-04 11:46:18.378378,CUST041,Laptop,Electronics,1,60000,West,Credit Card,60000
ORD0426,2025-06-04 20:30:59.459459,CUST072,Keyboard,Accessories,3,1500,North,UPI,4500
ORD0427,2025-06-05 05:15:40.540540,CUST069,Headphones,Accessories,2,3000,East,Credit Card,6000
ORD0428,2025-06-05 14:00:21.621621,CUST094,Mobile,Electronics,2,30000,South,Credit Card,60000
ORD0429,2025-06-05 22:45:02.702702,CUST183,Tablet,Electronics,5,20000,East,Credit Card,100000
ORD0430,2025-06-06 07:29:43.783783,CUST060,Mobile,Electronics,5,30000,South,Debit Card,150000
ORD0431,2025-06-06 16:14:24.864864,CUST171,Tablet,Electronics,3,20000,South,Debit Card,60000
ORD0432,2025-06-07 00:59:05.945945,CUST172,Laptop,Electronics,3,60000,West,Credit Card,180000
ORD0433,2025-06-07 09:43:47.027027,CUST008,Mouse,Accessories,2,800,North,Cash,1600
ORD0434,2025-06-07 18:28:28.108108,CUST057,Tablet,Electronics,4,20000,East,UPI,80000
ORD0435,2025-06-08 03:13:09.189189,CUST151,Mobile,Electronics,2,30000,East,UPI,60000
ORD0436,2025-06-08 11:57:50.270270,CUST196,Headphones,Accessories,2,3000,North,UPI,6000
ORD0437,2025-06-08 20:42:31.351351,CUST028,Mobile,Electronics,4,30000,West,Cash,120000
ORD0438,2025-06-09 05:27:12.432432,CUST106,Headphones,Accessories,5,3000,North,UPI,15000
ORD0439,2025-06-09 14:11:53.513513,CUST196,Keyboard,Accessories,2,1500,West,Cash,3000
ORD0440,2025-06-09 22:56:34.594594,CUST193,Tablet,Electronics,2,20000,North,Debit Card,40000
ORD0441,2025-06-10 07:41:15.675675,CUST026,Mobile,Electronics,4,30000,East,UPI,120000
ORD0442,2025-06-10 16:25:56.756756,CUST105,Mouse,Accessories,3,800,West,UPI,2400
ORD0443,2025-06-11 01:10:37.837837,CUST091,Laptop,Electronics,2,60000,East,Cash,120000
ORD0444,2025-06-11 09:55:18.918918,CUST160,Tablet,Electronics,3,20000,North,Cash,60000
ORD0445,2025-06-11 18:40:00.000000,CUST160,Headphones,Accessories,5,3000,South,Cash,15000
ORD0446,2025-06-12 03:24:41.081081,CUST199,Headphones,Accessories,1,3000,East,UPI,3000
ORD0447,2025-06-12 12:09:22.162162,CUST185,Laptop,Electronics,1,60000,East,Cash,60000
ORD0448,2025-06-12 20:54:03.243243,CUST064,Laptop,Electronics,2,60000,South,Credit Card,120000
ORD0449,2025-06-13 05:38:44.324324,CUST133,Keyboard,Accessories,1,1500,East,UPI,1500
ORD0450,2025-06-13 14:23:25.405405,CUST112,Mobile,Electronics,5,30000,West,Credit Card,150000
ORD0451,2025-06-13 23:08:06.486486,CUST181,Mouse,Accessories,5,800,North,Debit Card,4000
ORD0452,2025-06-14 07:52:47.567567,CUST047,Mouse,Accessories,3,800,North,Credit Card,2400
ORD0453,2025-06-14 16:37:28.648648,CUST019,Tablet,Electronics,1,20000,South,Debit Card,20000
ORD0454,2025-06-15 01:22:09.729729,CUST078,Mouse,Accessories,3,800,South,Debit Card,2400
ORD0455,2025-06-15 10:06:50.810810,CUST045,Mouse,Accessories,4,800,East,Debit Card,3200
ORD0456,2025-06-15 18:51:31.891891,CUST140,Mobile,Electronics,3,30000,East,Debit Card,90000
ORD0457,2025-06-16 03:36:12.972972,CUST101,Laptop,Electronics,2,60000,East,Debit Card,120000
ORD0458,2025-06-16 12:20:54.054054,CUST047,Mobile,Electronics,4,30000,East,UPI,120000
ORD0459,2025-06-16 21:05:35.135135,CUST182,Headphones,Accessories,2,3000,South,Debit Card,6000
ORD0460,2025-06-17 05:50:16.216216,CUST016,Tablet,Electronics,1,20000,South,UPI,20000
ORD0461,2025-06-17 14:34:57.297297,CUST132,Tablet,Electronics,5,20000,East,UPI,100000
ORD0462,2025-06-17 23:19:38.378378,CUST135,Tablet,Electronics,5,20000,East,Credit Card,100000
ORD0463,2025-06-18 08:04:19.459459,CUST006,Laptop,Electronics,2,60000,West,Cash,120000
ORD0464,2025-06-18 16:49:00.540540,CUST035,Mouse,Accessories,1,800,East,UPI,800
ORD0465,2025-06-19 01:33:41.621621,CUST008,Headphones,Accessories,1,3000,East,Credit Card,3000
ORD0466,2025-06-19 10:18:22.702702,CUST152,Tablet,Electronics,4,20000,East,UPI,80000
ORD0467,2025-06-19 19:03:03.783783,CUST104,Tablet,Electronics,2,20000,East,UPI,40000
ORD0468,2025-06-20 03:47:44.864864,CUST055,Mouse,Accessories,5,800,West,Debit Card,4000
ORD0469,2025-06-20 12:32:25.945945,CUST185,Mouse,Accessories,5,800,North,Credit Card,4000
ORD0470,2025-06-20 21:17:07.027027,CUST129,Tablet,Electronics,4,20000,South,Credit Card,80000
ORD0471,2025-06-21 06:01:48.108108,CUST029,Mobile,Electronics,3,30000,South,Debit Card,90000
ORD0472,2025-06-21 14:46:29.189189,CUST184,Mouse,Accessories,1,800,North,Credit Card,800
ORD0473,2025-06-21 23:31:10.270270,CUST066,Laptop,Electronics,5,60000,South,Cash,300000
ORD0474,2025-06-22 08:15:51.351351,CUST108,Mouse,Accessories,5,800,West,Credit Card,4000
ORD0475,2025-06-22 17:00:32.432432,CUST079,Headphones,Accessories,3,3000,South,Credit Card,9000
ORD0476,2025-06-23 01:45:13.513513,CUST162,Laptop,Electronics,4,60000,North,Cash,240000
ORD0477,2025-06-23 10:29:54.594594,CUST023,Headphones,Accessories,4,3000,South,UPI,12000
ORD0478,2025-06-23 19:14:35.675675,CUST114,Mouse,Accessories,3,800,East,Credit Card,2400
ORD0479,2025-06-24 03:59:16.756756,CUST050,Tablet,Electronics,4,20000,East,Cash,80000
ORD0480,2025-06-24 12:43:57.837837,CUST179,Mouse,Accessories,1,800,North,Credit Card,800
ORD0481,2025-06-24 21:28:38.918918,CUST121,Laptop,Electronics,3,60000,North,Debit Card,180000
ORD0482,2025-06-25 06:13:20.000000,CUST188,Mobile,Electronics,2,30000,South,Cash,60000
ORD0483,2025-06-25 14:58:01.081081,CUST168,Mobile,Electronics,3,30000,North,UPI,90000
ORD0484,2025-06-25 23:42:42.162162,CUST152,Mobile,Electronics,1,30000,North,Debit Card,30000
ORD0485,2025-06-26 08:27:23.243243,CUST046,Tablet,Electronics,5,20000,North,Cash,100000
ORD0486,2025-06-26 17:12:04.324324,CUST153,Mobile,Electronics,3,30000,East,UPI,90000
ORD0487,2025-06-27 01:56:45.405405,CUST106,Mouse,Accessories,1,800,North,UPI,800
ORD0488,2025-06-27 10:41:26.486486,CUST086,Mobile,Electronics,3,30000,East,UPI,90000
ORD0489,2025-06-27 19:26:07.567567,CUST095,Laptop,Electronics,2,60000,South,Credit Card,120000
ORD0490,2025-06-28 04:10:48.648648,CUST108,Laptop,Electronics,3,60000,South,Debit Card,180000
ORD0491,2025-06-28 12:55:29.729729,CUST044,Tablet,Electronics,3,20000,South,Cash,60000
ORD0492,2025-06-28 21:40:10.810810,CUST083,Keyboard,Accessories,2,1500,North,Debit Card,3000
ORD0493,2025-06-29 06:24:51.891891,CUST057,Mouse,Accessories,4,800,North,Debit Card,3200
ORD0494,2025-06-29 15:09:32.972972,CUST066,Mobile,Electronics,5,30000,West,Credit Card,150000
ORD0495,2025-06-29 23:54:14.054054,CUST073,Keyboard,Accessories,1,1500,North,UPI,1500
ORD0496,2025-06-30 08:38:55.135135,CUST060,Laptop,Electronics,1,60000,West,Credit Card,60000
ORD0497,2025-06-30 17:23:36.216216,CUST200,Mouse,Accessories,4,800,East,Cash,3200
ORD0498,2025-07-01 02:08:17.297297,CUST034,Mouse,Accessories,5,800,West,Cash,4000
ORD0499,2025-07-01 10:52:58.378378,CUST082,Tablet,Electronics,4,20000,West,Debit Card,80000
ORD0500,2025-07-01 19:37:39.459459,CUST014,Mouse,Accessories,2,800,North,Debit Card,1600
ORD0501,2025-07-02 04:22:20.540540,CUST142,Mouse,Accessories,5,800,East,Cash,4000
ORD0502,2025-07-02 13:07:01.621621,CUST151,Keyboard,Accessories,2,1500,North,Cash,3000
ORD0503,2025-07-02 21:51:42.702702,CUST024,Mobile,Electronics,1,30000,North,Credit Card,30000
ORD0504,2025-07-03 06:36:23.783783,CUST147,Mouse,Accessories,2,800,North,UPI,1600
ORD0505,2025-07-03 15:21:04.864864,CUST186,Keyboard,Accessories,1,1500,West,UPI,1500
ORD0506,2025-07-04 00:05:45.945945,CUST147,Laptop,Electronics,4,60000,South,Debit Card,240000
ORD0507,2025-07-04 08:50:27.027027,CUST003,Mouse,Accessories,4,800,North,Cash,3200
ORD0508,2025-07-04 17:35:08.108108,CUST158,Mouse,Accessories,5,800,South,Debit Card,4000
ORD0509,2025-07-05 02:19:49.189189,CUST080,Mouse,Accessories,3,800,East,Debit Card,2400
ORD0510,2025-07-05 11:04:30.270270,CUST136,Headphones,Accessories,3,3000,West,Debit Card,9000
ORD0511,2025-07-05 19:49:11.351351,CUST173,Headphones,Accessories,4,3000,West,Credit Card,12000
ORD0512,2025-07-06 04:33:52.432432,CUST191,Mouse,Accessories,4,800,South,Credit Card,3200
ORD0513,2025-07-06 13:18:33.513513,CUST014,Laptop,Electronics,3,60000,East,UPI,180000
ORD0514,2025-07-06 22:03:14.594594,CUST107,Laptop,Electronics,5,60000,West,Credit Card,300000
ORD0515,2025-07-07 06:47:55.675675,CUST098,Tablet,Electronics,2,20000,North,Cash,40000
ORD0516,2025-07-07 15:32:36.756756,CUST140,Mouse,Accessories,3,800,South,UPI,2400
ORD0517,2025-07-08 00:17:17.837837,CUST069,Mobile,Electronics,4,30000,South,Credit Card,120000
ORD0518,2025-07-08 09:01:58.918918,CUST047,Keyboard,Accessories,2,1500,East,Credit Card,3000
ORD0519,2025-07-08 17:46:40.000000,CUST149,Headphones,Accessories,4,3000,East,Credit Card,12000
ORD0520,2025-07-09 02:31:21.081081,CUST056,Keyboard,Accessories,2,1500,West,Credit Card,3000
ORD0521,2025-07-09 11:16:02.162162,CUST031,Tablet,Electronics,4,20000,East,UPI,80000
ORD0522,2025-07-09 20:00:43.243243,CUST159,Mouse,Accessories,1,800,North,UPI,800
ORD0523,2025-07-10 04:45:24.324324,CUST040,Mouse,Accessories,5,800,North,Cash,4000
ORD0524,2025-07-10 13:30:05.405405,CUST177,Mouse,Accessories,1,800,South,UPI,800
ORD0525,2025-07-10 22:14:46.486486,CUST044,Mouse,Accessories,5,800,South,Debit Card,4000
ORD0526,2025-07-11 06:59:27.567567,CUST141,Tablet,Electronics,2,20000,South,Credit Card,40000
ORD0527,2025-07-11 15:44:08.648648,CUST067,Keyboard,Accessories,1,1500,West,Credit Card,1500
ORD0528,2025-07-12 00:28:49.729729,CUST189,Mouse,Accessories,4,800,North,Credit Card,3200
ORD0529,2025-07-12 09:13:30.810810,CUST136,Tablet,Electronics,5,20000,South,UPI,100000
ORD0530,2025-07-12 17:58:11.891891,CUST017,Mobile,Electronics,1,30000,West,Debit Card,30000
ORD0531,2025-07-13 02:42:52.972972,CUST113,Keyboard,Accessories,5,1500,South,Credit Card,7500
ORD0532,2025-07-13 11:27:34.054054,CUST045,Mouse,Accessories,2,800,South,Debit Card,1600
ORD0533,2025-07-13 20:12:15.135135,CUST101,Laptop,Electronics,4,60000,South,Debit Card,240000
ORD0534,2025-07-14 04:56:56.216216,CUST187,Headphones,Accessories,1,3000,West,Debit Card,3000
ORD0535,2025-07-14 13:41:37.297297,CUST177,Mobile,Electronics,1,30000,West,Cash,30000
